9889	328	
11930	8151	
11661	106	
3518	1132	
9739	8075	
14137	4261	
17130	512	
16897	7377	
11783	5784	
9676	5833	
4977	7869	
14587	2245	
2092	8138	
15315	2440	
10417	1972	
7404	3082	
15346	6038	
4227	1296	
11066	589	
14474	5113	
7347	8460	
16096	8135	
4961	1277	
3003	2216	
12172	8853	
2688	5633	
16956	5651	
2133	390	
9757	8757	
9711	3464	
8769	6246	
16421	107	
5572	9288	
19557	6739	
18923	9402	
8900	5723	
550	7670	
3281	9121	
3509	1994	
2787	2385	
13734	9504	
5553	8525	
11708	3820	
14368	9334	
1739	9506	
13623	9689	
18400	9410	
5070	1193	
2974	625	
1637	9589	
12931	9141	
3441	7349	
11945	9420	
4881	7254	
10952	3146	
15519	8272	
9016	4493	
18337	4033	
7509	7038	
6463	3560	
5755	983	
5712	8015	
209	7899	
4909	7382	
18690	4534	
6535	4760	
5766	5987	
4148	1212	
10943	292	
9124	3707	
7327	5681	
11250	6568	
11943	4336	
1781	3633	
9162	9437	
13591	2881	
15121	2006	
16413	9887	
5431	4806	
5477	1734	
1908	9676	
4462	6882	
1175	1447	
13649	1732	
18797	832	
11885	2850	
9854	388	
7360	5614	
9334	2429	
1713	5873	
15169	1292	
11306	6388	
10128	9188	
2436	7147	
12664	5526	
9210	5551	
10937	9573	
2272	4134	
11452	5957	
9260	3712	
14614	869	
17938	4721	
17929	8166	
17165	2358	
17930	9175	
15897	806	
11773	5071	
1566	6374	
9564	7974	
11847	3801	
10743	63	
14609	7123	
693	6646	
1055	1496	
10680	7106	
12362	9333	
16767	1672	
12629	7818	
18405	8684	
19582	4771	
8614	1316	
14321	5682	
8290	411	
9847	8507	
1114	8734	
16171	5244	
2008	9782	
11501	5782	
13707	339	
9040	9820	
18543	7954	
16014	2311	
5163	7851	
795	8531	
7828	873	
4502	8458	
5199	5318	
18268	1851	
1076	8467	
2487	9959	
10958	7041	
500	6104	
9662	7039	
1042	7661	
16608	9536	
11478	7830	
19909	8216	
12892	105	
11743	9635	
17991	7247	
16731	5330	
19226	7903	
6761	8675	
1887	5620	
13367	2619	
16900	3789	
5083	4531	
486	2849	
11055	3164	
18629	4044	
2007	4481	
1111	8187	
5790	2712	
12408	4112	
8062	420	
17887	2978	
10879	4090	
3308	5557	
8183	9853	
3486	1265	
18223	7480	
1185	1410	
13318	8408	
11940	9467	
3982	20	
1544	8599	
3156	2041	
13045	126	
6558	9974	
3559	9792	
4877	8337	
13989	3729	
16450	8661	
11762	5441	
4253	4265	
15676	6118	
10176	9789	
13778	2121	
1554	4243	
1907	9802	
2687	7192	
17762	33	
6589	606	
5621	6162	
8297	6359	
12492	3836	
1520	3920	
10110	2670	
7594	8136	
12079	9302	
2912	5371	
12543	1448	
19982	8431	
14396	7079	
13860	1194	
3159	3907	
19590	190	
10292	1743	
1299	5490	
2043	8077	
14115	5727	
3915	7625	
14442	8260	
16110	9119	
14265	150	
9736	4458	
3811	8023	
15657	953	
7005	4705	
15010	4928	
17375	1328	
1108	6457	
3879	4969	
19172	7828	
509	7627	
5290	6018	
12240	3681	
13577	4202	
15679	3488	
15319	2437	
10035	3744	
17838	8731	
2481	4287	
6815	9425	
648	6584	
5511	4392	
16776	2381	
0	550	
8174	7108	
7046	652	
9115	2856	
12422	5557	
2825	6821	
12244	8474	
5378	6266	
5536	4708	
14331	4425	
1084	7965	
15525	2413	
3959	8675	
3361	6274	
1943	1224	
1340	7943	
13712	5467	
12999	1319	
1239	5703	
8107	9556	
11347	7887	
4493	6708	
3758	2508	
960	3805	
797	8365	
17145	7694	
19422	8135	
4697	4754	
16549	3858	
4562	18	
12967	9105	
12206	3028	
5802	3339	
6064	3812	
13404	487	
17266	1948	
7455	5043	
7309	2115	
19105	3409	
5111	9200	
427	4703	
2727	2650	
4047	7377	
17908	9742	
9412	109	
1211	9819	
14511	6083	
11199	8317	
6023	3099	
2388	9850	
14765	835	
6656	3358	
1103	265	
14475	1983	
13261	7979	
7187	407	
1090	4409	
2227	2845	
3056	2340	
4574	9668	
16967	8722	
6339	4759	
15199	5663	
10581	6335	
17933	9644	
5143	9137	
14555	98	
13999	9428	
7764	2640	
8780	6917	
19071	7274	
3512	235	
7972	4559	
17321	1478	
1838	4566	
16119	7652	
6699	5802	
19785	9375	
15280	4767	
6216	5686	
11289	4623	
2645	4871	
9135	6230	
18998	6806	
11939	1014	
1195	284	
12886	8232	
19487	1262	
443	896	
9466	9433	
6132	6299	
17267	5623	
7353	6456	
5827	2961	
6743	5072	
19861	1058	
16148	9667	
10329	3907	
12817	8657	
16728	9816	
2697	4769	
10753	9270	
5622	9697	
8450	6399	
13939	731	
12882	6060	
17627	5825	
5835	8245	
14736	85	
19958	3712	
1976	9175	
17503	2564	
18434	4395	
8231	4985	
14695	2934	
12919	4303	
15115	8325	
1362	6295	
14242	7498	
17156	9409	
17711	1796	
8375	9570	
8584	8570	
8804	162	
11157	6292	
12358	6208	
14711	55	
7210	3555	
19398	7370	
16546	9182	
2163	9721	
9594	7358	
7628	6214	
15138	9027	
14078	9126	
9161	1929	
4564	8911	
5547	7938	
5117	4093	
8673	9409	
9900	8987	
4950	2117	
13721	4772	
15706	4241	
17189	1174	
8080	324	
5978	9103	
8578	3770	
273	5319	
16276	7502	
9613	3754	
2454	9786	
9253	8784	
1426	8077	
14303	9819	
13062	6887	
18904	637	
13772	3844	
9792	5379	
628	8803	
8226	6913	
19443	5633	
19457	6699	
4405	9575	
10077	6798	
12781	6173	
9333	7801	
2734	57	
4903	4475	
1704	9043	
16810	8119	
328	3454	
13597	106	
6720	257	
10071	2987	
8732	3297	
7681	8368	
424	9866	
2578	9221	
17240	149	
15853	8817	
17171	6457	
19767	9573	
16090	3981	
18516	3693	
13336	3323	
15582	3097	
17159	6993	
1024	7749	
3324	6801	
3445	8019	
2353	9816	
7800	8139	
5742	5723	
11271	4249	
11730	3213	
11065	5988	
5667	5501	
10489	2815	
9744	3772	
9343	1800	
14016	6061	
3817	494	
17273	2021	
2843	1872	
11758	6354	
12272	9889	
2470	5016	
6427	5303	
997	4518	
14463	2306	
9017	7896	
10631	650	
3747	6613	
15362	7393	
19840	7352	
9215	4823	
18132	9932	
10498	5613	
8338	9936	
4128	3889	
12393	4202	
7804	8296	
11950	4632	
10590	8025	
354	9057	
8429	662	
9121	4058	
9225	1910	
8263	6677	
14823	1902	
17694	6228	
14378	1166	
9608	5259	
11098	7079	
69	9059	
17604	746	
12226	2187	
18062	3660	
6494	9673	
17173	3382	
15066	8687	
12389	4824	
16189	2632	
14356	6605	
14369	4417	
18555	9242	
16157	5780	
3186	7664	
16592	528	
15559	3138	
1991	6341	
10224	411	
5355	6649	
18673	5466	
12210	7044	
19759	9680	
211	3372	
2652	7569	
1798	2524	
13203	4934	
18749	7955	
5610	2226	
8845	9180	
10083	112	
2541	845	
801	4747	
